ablation,sample_size,replicate,seed,full_tv_error,ablated_tv_error,full_better,invalid_category,full_invalid_mass,ablated_invalid_mass,full_invalid_top1,ablated_invalid_top1
A4_remove_hierarchical_pooling,5,110,51839,0.035802469136,0.27,True,,,,,
A2_remove_industry_prior,5,111,51840,0.057654320988,0.124074074074,True,,,,,
A4_remove_hierarchical_pooling,5,111,51840,0.057654320988,0.1,True,,,,,
A2_remove_industry_prior,5,112,51841,0.214197530864,0.301851851852,True,,,,,
A4_remove_hierarchical_pooling,5,112,51841,0.214197530864,0.45,True,,,,,
A2_remove_industry_prior,5,113,51842,0.08987654321,0.05,False,,,,,
A4_remove_hierarchical_pooling,5,113,51842,0.08987654321,0.28,True,,,,,
A2_remove_industry_prior,5,114,51843,0.163580246914,0.264814814815,True,,,,,
A4_remove_hierarchical_pooling,5,114,51843,0.163580246914,0.25,True,,,,,
A2_remove_industry_prior,5,115,51844,0.078765432099,0.27962962963,True,,,,,
A4_remove_hierarchical_pooling,5,115,51844,0.078765432099,0.25,True,,,,,
A2_remove_industry_prior,5,116,51845,0.055308641975,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,116,51845,0.055308641975,0.28,True,,,,,
A2_remove_industry_prior,5,117,51846,0.036049382716,0.14962962963,True,,,,,
A4_remove_hierarchical_pooling,5,117,51846,0.036049382716,0.35,True,,,,,
A2_remove_industry_prior,5,118,51847,0.178148148148,0.198148148148,True,,,,,
A4_remove_hierarchical_pooling,5,118,51847,0.178148148148,0.33,True,,,,,
A2_remove_industry_prior,5,119,51848,0.262345679012,0.324074074074,True,,,,,
A4_remove_hierarchical_pooling,5,119,51848,0.262345679012,0.45,True,,,,,
A2_remove_industry_prior,5,120,51849,0.24012345679,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,5,120,51849,0.24012345679,0.45,True,,,,,
A2_remove_industry_prior,5,121,51850,0.084938271605,0.042592592593,False,,,,,
A4_remove_hierarchical_pooling,5,121,51850,0.084938271605,0.45,True,,,,,
A2_remove_industry_prior,5,122,51851,0.074691358025,0.105185185185,True,,,,,
A4_remove_hierarchical_pooling,5,122,51851,0.074691358025,0.35,True,,,,,
A2_remove_industry_prior,5,123,51852,0.093827160494,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,123,51852,0.093827160494,0.33,True,,,,,
A2_remove_industry_prior,5,124,51853,0.084567901235,0.105185185185,True,,,,,
A4_remove_hierarchical_pooling,5,124,51853,0.084567901235,0.35,True,,,,,
A2_remove_industry_prior,5,125,51854,0.153456790123,0.227777777778,True,,,,,
A4_remove_hierarchical_pooling,5,125,51854,0.153456790123,0.33,True,,,,,
A2_remove_industry_prior,5,126,51855,0.103950617284,0.227777777778,True,,,,,
A4_remove_hierarchical_pooling,5,126,51855,0.103950617284,0.32,True,,,,,
A2_remove_industry_prior,5,127,51856,0.122469135802,0.201481481481,True,,,,,
A4_remove_hierarchical_pooling,5,127,51856,0.122469135802,0.17,True,,,,,
A2_remove_industry_prior,5,128,51857,0.238888888889,0.316666666667,True,,,,,
A4_remove_hierarchical_pooling,5,128,51857,0.238888888889,0.45,True,,,,,
A2_remove_industry_prior,5,129,51858,0.063950617284,0.146296296296,True,,,,,
A4_remove_hierarchical_pooling,5,129,51858,0.063950617284,0.28,True,,,,,
A2_remove_industry_prior,5,130,51859,0.224691358025,0.264814814815,True,,,,,
A4_remove_hierarchical_pooling,5,130,51859,0.224691358025,0.35,True,,,,,
A2_remove_industry_prior,5,131,51860,0.112962962963,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,131,51860,0.112962962963,0.1,False,,,,,
A2_remove_industry_prior,5,132,51861,0.246913580247,0.29037037037,True,,,,,
A4_remove_hierarchical_pooling,5,132,51861,0.246913580247,0.52,True,,,,,
A2_remove_industry_prior,5,133,51862,0.015432098765,0.12,True,,,,,
A4_remove_hierarchical_pooling,5,133,51862,0.015432098765,0.27,True,,,,,
A2_remove_industry_prior,5,134,51863,0.133950617284,0.22037037037,True,,,,,
A4_remove_hierarchical_pooling,5,134,51863,0.133950617284,0.25,True,,,,,
A2_remove_industry_prior,5,135,51864,0.075308641975,0.164444444444,True,,,,,
A4_remove_hierarchical_pooling,5,135,51864,0.075308641975,0.27,True,,,,,
A2_remove_industry_prior,5,136,51865,0.04975308642,0.134814814815,True,,,,,
A4_remove_hierarchical_pooling,5,136,51865,0.04975308642,0.17,True,,,,,
A2_remove_industry_prior,5,137,51866,0.280617283951,0.309259259259,True,,,,,
A4_remove_hierarchical_pooling,5,137,51866,0.280617283951,0.73,True,,,,,
A2_remove_industry_prior,5,138,51867,0.073209876543,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,138,51867,0.073209876543,0.18,True,,,,,
A2_remove_industry_prior,5,139,51868,0.141975308642,0.301851851852,True,,,,,
A4_remove_hierarchical_pooling,5,139,51868,0.141975308642,0.32,True,,,,,
A2_remove_industry_prior,5,140,51869,0.079382716049,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,5,140,51869,0.079382716049,0.35,True,,,,,
A2_remove_industry_prior,5,141,51870,0.062962962963,0.045925925926,False,,,,,
A4_remove_hierarchical_pooling,5,141,51870,0.062962962963,0.45,True,,,,,
A2_remove_industry_prior,5,142,51871,0.131728395062,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,142,51871,0.131728395062,0.27,True,,,,,
A2_remove_industry_prior,5,143,51872,0.025061728395,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,143,51872,0.025061728395,0.18,True,,,,,
A2_remove_industry_prior,5,144,51873,0.114567901235,0.087037037037,False,,,,,
A4_remove_hierarchical_pooling,5,144,51873,0.114567901235,0.28,True,,,,,
A2_remove_industry_prior,5,145,51874,0.158271604938,0.216296296296,True,,,,,
A4_remove_hierarchical_pooling,5,145,51874,0.158271604938,0.17,True,,,,,
A2_remove_industry_prior,5,146,51875,0.168148148148,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,5,146,51875,0.168148148148,0.32,True,,,,,
A2_remove_industry_prior,5,147,51876,0.045432098765,0.072222222222,True,,,,,
A4_remove_hierarchical_pooling,5,147,51876,0.045432098765,0.28,True,,,,,
A2_remove_industry_prior,5,148,51877,0.080617283951,0.138888888889,True,,,,,
A4_remove_hierarchical_pooling,5,148,51877,0.080617283951,0.18,True,,,,,
A2_remove_industry_prior,5,149,51878,0.240740740741,0.294444444444,True,,,,,
A4_remove_hierarchical_pooling,5,149,51878,0.240740740741,0.35,True,,,,,
A2_remove_industry_prior,5,150,51879,0.084814814815,0.157037037037,True,,,,,
A4_remove_hierarchical_pooling,5,150,51879,0.084814814815,0.27,True,,,,,
A2_remove_industry_prior,5,151,51880,0.046666666667,0.07962962963,True,,,,,
A4_remove_hierarchical_pooling,5,151,51880,0.046666666667,0.28,True,,,,,
A2_remove_industry_prior,5,152,51881,0.048518518519,0.127407407407,True,,,,,
A4_remove_hierarchical_pooling,5,152,51881,0.048518518519,0.35,True,,,,,
A2_remove_industry_prior,5,153,51882,0.095061728395,0.153703703704,True,,,,,
A4_remove_hierarchical_pooling,5,153,51882,0.095061728395,0.1,True,,,,,
A2_remove_industry_prior,5,154,51883,0.112716049383,0.22037037037,True,,,,,
A4_remove_hierarchical_pooling,5,154,51883,0.112716049383,0.18,True,,,,,
A2_remove_industry_prior,5,155,51884,0.263209876543,0.379259259259,True,,,,,
A4_remove_hierarchical_pooling,5,155,51884,0.263209876543,0.72,True,,,,,
A2_remove_industry_prior,5,156,51885,0.126296296296,0.235185185185,True,,,,,
A4_remove_hierarchical_pooling,5,156,51885,0.126296296296,0.33,True,,,,,
A2_remove_industry_prior,5,157,51886,0.20987654321,0.309259259259,True,,,,,
A4_remove_hierarchical_pooling,5,157,51886,0.20987654321,0.35,True,,,,,
A2_remove_industry_prior,5,158,51887,0.054938271605,0.146296296296,True,,,,,
A4_remove_hierarchical_pooling,5,158,51887,0.054938271605,0.1,True,,,,,
A2_remove_industry_prior,5,159,51888,0.160864197531,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,159,51888,0.160864197531,0.33,True,,,,,
A2_remove_industry_prior,5,160,51889,0.151851851852,0.09037037037,False,,,,,
A4_remove_hierarchical_pooling,5,160,51889,0.151851851852,0.45,True,,,,,
A2_remove_industry_prior,5,161,51890,0.150987654321,0.227777777778,True,,,,,
A4_remove_hierarchical_pooling,5,161,51890,0.150987654321,0.33,True,,,,,
A2_remove_industry_prior,5,162,51891,0.068271604938,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,5,162,51891,0.068271604938,0.18,True,,,,,
A2_remove_industry_prior,5,163,51892,0.037037037037,0.171851851852,True,,,,,
A4_remove_hierarchical_pooling,5,163,51892,0.037037037037,0.27,True,,,,,
A2_remove_industry_prior,5,164,51893,0.113827160494,0.257407407407,True,,,,,
A4_remove_hierarchical_pooling,5,164,51893,0.113827160494,0.15,True,,,,,
A2_remove_industry_prior,5,165,51894,0.099382716049,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,165,51894,0.099382716049,0.1,True,,,,,
A2_remove_industry_prior,5,166,51895,0.14037037037,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,5,166,51895,0.14037037037,0.27,True,,,,,
A2_remove_industry_prior,5,167,51896,0.07987654321,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,167,51896,0.07987654321,0.25,True,,,,,
A2_remove_industry_prior,5,168,51897,0.059012345679,0.072222222222,True,,,,,
A4_remove_hierarchical_pooling,5,168,51897,0.059012345679,0.28,True,,,,,
A2_remove_industry_prior,5,169,51898,0.153703703704,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,5,169,51898,0.153703703704,0.25,True,,,,,
A2_remove_industry_prior,5,170,51899,0.101851851852,0.164444444444,True,,,,,
A4_remove_hierarchical_pooling,5,170,51899,0.101851851852,0.35,True,,,,,
A2_remove_industry_prior,5,171,51900,0.148518518519,0.168518518519,True,,,,,
A4_remove_hierarchical_pooling,5,171,51900,0.148518518519,0.18,True,,,,,
A2_remove_industry_prior,5,172,51901,0.153456790123,0.272222222222,True,,,,,
A4_remove_hierarchical_pooling,5,172,51901,0.153456790123,0.43,True,,,,,
A2_remove_industry_prior,5,173,51902,0.138888888889,0.134814814815,False,,,,,
A4_remove_hierarchical_pooling,5,173,51902,0.138888888889,0.1,False,,,,,
A2_remove_industry_prior,5,174,51903,0.095925925926,0.216296296296,True,,,,,
A4_remove_hierarchical_pooling,5,174,51903,0.095925925926,0.25,True,,,,,
A2_remove_industry_prior,5,175,51904,0.108024691358,0.097777777778,False,,,,,
A4_remove_hierarchical_pooling,5,175,51904,0.108024691358,0.35,True,,,,,
A2_remove_industry_prior,5,176,51905,0.075925925926,0.138888888889,True,,,,,
A4_remove_hierarchical_pooling,5,176,51905,0.075925925926,0.1,True,,,,,
A2_remove_industry_prior,5,177,51906,0.108395061728,0.042592592593,False,,,,,
A4_remove_hierarchical_pooling,5,177,51906,0.108395061728,0.28,True,,,,,
A2_remove_industry_prior,5,178,51907,0.177407407407,0.164444444444,False,,,,,
A4_remove_hierarchical_pooling,5,178,51907,0.177407407407,0.42,True,,,,,
A2_remove_industry_prior,5,179,51908,0.266913580247,0.309259259259,True,,,,,
A4_remove_hierarchical_pooling,5,179,51908,0.266913580247,0.35,True,,,,,
A2_remove_industry_prior,5,180,51909,0.096913580247,0.175925925926,True,,,,,
A4_remove_hierarchical_pooling,5,180,51909,0.096913580247,0.1,True,,,,,
A2_remove_industry_prior,5,181,51910,0.137407407407,0.25,True,,,,,
A4_remove_hierarchical_pooling,5,181,51910,0.137407407407,0.33,True,,,,,
A2_remove_industry_prior,5,182,51911,0.086049382716,0.097777777778,True,,,,,
A4_remove_hierarchical_pooling,5,182,51911,0.086049382716,0.45,True,,,,,
A2_remove_industry_prior,5,183,51912,0.146296296296,0.235185185185,True,,,,,
A4_remove_hierarchical_pooling,5,183,51912,0.146296296296,0.15,True,,,,,
A2_remove_industry_prior,5,184,51913,0.065679012346,0.127407407407,True,,,,,
A4_remove_hierarchical_pooling,5,184,51913,0.065679012346,0.35,True,,,,,
A2_remove_industry_prior,5,185,51914,0.068271604938,0.164444444444,True,,,,,
A4_remove_hierarchical_pooling,5,185,51914,0.068271604938,0.18,True,,,,,
A2_remove_industry_prior,5,186,51915,0.042962962963,0.075555555556,True,,,,,
A4_remove_hierarchical_pooling,5,186,51915,0.042962962963,0.28,True,,,,,
A2_remove_industry_prior,5,187,51916,0.086790123457,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,5,187,51916,0.086790123457,0.18,True,,,,,
A2_remove_industry_prior,5,188,51917,0.047530864198,0.142222222222,True,,,,,
A4_remove_hierarchical_pooling,5,188,51917,0.047530864198,0.35,True,,,,,
A2_remove_industry_prior,5,189,51918,0.148518518519,0.212962962963,True,,,,,
A4_remove_hierarchical_pooling,5,189,51918,0.148518518519,0.33,True,,,,,
A2_remove_industry_prior,5,190,51919,0.115802469136,0.116666666667,True,,,,,
A4_remove_hierarchical_pooling,5,190,51919,0.115802469136,0.28,True,,,,,
A2_remove_industry_prior,5,191,51920,0.07,0.175925925926,True,,,,,
A4_remove_hierarchical_pooling,5,191,51920,0.07,0.1,True,,,,,
A2_remove_industry_prior,5,192,51921,0.100864197531,0.201481481481,True,,,,,
A4_remove_hierarchical_pooling,5,192,51921,0.100864197531,0.27,True,,,,,
A2_remove_industry_prior,5,193,51922,0.036049382716,0.14962962963,True,,,,,
A4_remove_hierarchical_pooling,5,193,51922,0.036049382716,0.35,True,,,,,
A2_remove_industry_prior,5,194,51923,0.084938271605,0.101851851852,True,,,,,
A4_remove_hierarchical_pooling,5,194,51923,0.084938271605,0.28,True,,,,,
A2_remove_industry_prior,5,195,51924,0.076296296296,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,5,195,51924,0.076296296296,0.28,True,,,,,
A2_remove_industry_prior,5,196,51925,0.093456790123,0.153703703704,True,,,,,
A4_remove_hierarchical_pooling,5,196,51925,0.093456790123,0.27,True,,,,,
A2_remove_industry_prior,5,197,51926,0.096296296296,0.227777777778,True,,,,,
A4_remove_hierarchical_pooling,5,197,51926,0.096296296296,0.15,True,,,,,
A2_remove_industry_prior,5,198,51927,0.108395061728,0.138888888889,True,,,,,
A4_remove_hierarchical_pooling,5,198,51927,0.108395061728,0.28,True,,,,,
A2_remove_industry_prior,5,199,51928,0.07987654321,0.186666666667,True,,,,,
A4_remove_hierarchical_pooling,5,199,51928,0.07987654321,0.27,True,,,,,
A2_remove_industry_prior,10,0,101729,0.181018518519,0.236111111111,True,,,,,
A4_remove_hierarchical_pooling,10,0,101729,0.181018518519,0.33,True,,,,,
A2_remove_industry_prior,10,1,101730,0.120462962963,0.22,True,,,,,
A4_remove_hierarchical_pooling,10,1,101730,0.120462962963,0.22,True,,,,,
A2_remove_industry_prior,10,2,101731,0.050555555556,0.053333333333,True,,,,,
A4_remove_hierarchical_pooling,10,2,101731,0.050555555556,0.25,True,,,,,
A2_remove_industry_prior,10,3,101732,0.133888888889,0.203333333333,True,,,,,
A4_remove_hierarchical_pooling,10,3,101732,0.133888888889,0.22,True,,,,,
A2_remove_industry_prior,10,4,101733,0.060740740741,0.114444444444,True,,,,,
A4_remove_hierarchical_pooling,10,4,101733,0.060740740741,0.15,True,,,,,
A2_remove_industry_prior,10,5,101734,0.099074074074,0.119444444444,True,,,,,
A4_remove_hierarchical_pooling,10,5,101734,0.099074074074,0.15,True,,,,,
A2_remove_industry_prior,10,6,101735,0.139351851852,0.086666666667,False,,,,,
A4_remove_hierarchical_pooling,10,6,101735,0.139351851852,0.35,True,,,,,
A2_remove_industry_prior,10,7,101736,0.053148148148,0.125,True,,,,,
A4_remove_hierarchical_pooling,10,7,101736,0.053148148148,0.08,True,,,,,
A2_remove_industry_prior,10,8,101737,0.102407407407,0.164444444444,True,,,,,
A4_remove_hierarchical_pooling,10,8,101737,0.102407407407,0.22,True,,,,,
A2_remove_industry_prior,10,9,101738,0.148240740741,0.189444444444,True,,,,,
A4_remove_hierarchical_pooling,10,9,101738,0.148240740741,0.22,True,,,,,
A2_remove_industry_prior,10,10,101739,0.2125,0.325,True,,,,,
A4_remove_hierarchical_pooling,10,10,101739,0.2125,0.35,True,,,,,
A2_remove_industry_prior,10,11,101740,0.151296296296,0.213888888889,True,,,,,
A4_remove_hierarchical_pooling,10,11,101740,0.151296296296,0.23,True,,,,,
A2_remove_industry_prior,10,12,101741,0.079537037037,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,10,12,101741,0.079537037037,0.15,True,,,,,
A2_remove_industry_prior,10,13,101742,0.049537037037,0.153333333333,True,,,,,
A4_remove_hierarchical_pooling,10,13,101742,0.049537037037,0.17,True,,,,,
A2_remove_industry_prior,10,14,101743,0.116203703704,0.039444444444,False,,,,,
A4_remove_hierarchical_pooling,10,14,101743,0.116203703704,0.25,True,,,,,
A2_remove_industry_prior,10,15,101744,0.07,0.12,True,,,,,
A4_remove_hierarchical_pooling,10,15,101744,0.07,0.07,False,,,,,
A2_remove_industry_prior,10,16,101745,0.07537037037,0.175,True,,,,,
A4_remove_hierarchical_pooling,10,16,101745,0.07537037037,0.05,False,,,,,
A2_remove_industry_prior,10,17,101746,0.104166666667,0.092222222222,False,,,,,
A4_remove_hierarchical_pooling,10,17,101746,0.104166666667,0.35,True,,,,,
A2_remove_industry_prior,10,18,101747,0.263425925926,0.330555555556,True,,,,,
A4_remove_hierarchical_pooling,10,18,101747,0.263425925926,0.45,True,,,,,
A2_remove_industry_prior,10,19,101748,0.120833333333,0.175,True,,,,,
A4_remove_hierarchical_pooling,10,19,101748,0.120833333333,0.15,True,,,,,
A2_remove_industry_prior,10,20,101749,0.146296296296,0.128333333333,False,,,,,
A4_remove_hierarchical_pooling,10,20,101749,0.146296296296,0.15,True,,,,,
A2_remove_industry_prior,10,21,101750,0.15,0.233888888889,True,,,,,
A4_remove_hierarchical_pooling,10,21,101750,0.15,0.22,True,,,,,
A2_remove_industry_prior,10,22,101751,0.083888888889,0.130555555556,True,,,,,
A4_remove_hierarchical_pooling,10,22,101751,0.083888888889,0.12,True,,,,,
A2_remove_industry_prior,10,23,101752,0.147685185185,0.186111111111,True,,,,,
A4_remove_hierarchical_pooling,10,23,101752,0.147685185185,0.15,True,,,,,
A2_remove_industry_prior,10,24,101753,0.094537037037,0.12,True,,,,,
A4_remove_hierarchical_pooling,10,24,101753,0.094537037037,0.17,True,,,,,
A2_remove_industry_prior,10,25,101754,0.125555555556,0.156111111111,True,,,,,
A4_remove_hierarchical_pooling,10,25,101754,0.125555555556,0.27,True,,,,,
A2_remove_industry_prior,10,26,101755,0.073703703704,0.142222222222,True,,,,,
A4_remove_hierarchical_pooling,10,26,101755,0.073703703704,0.17,True,,,,,
A2_remove_industry_prior,10,27,101756,0.097222222222,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,10,27,101756,0.097222222222,0.22,True,,,,,
A2_remove_industry_prior,10,28,101757,0.095925925926,0.061111111111,False,,,,,
A4_remove_hierarchical_pooling,10,28,101757,0.095925925926,0.25,True,,,,,
A2_remove_industry_prior,10,29,101758,0.136666666667,0.27,True,,,,,
A4_remove_hierarchical_pooling,10,29,101758,0.136666666667,0.22,True,,,,,
A2_remove_industry_prior,10,30,101759,0.052407407407,0.114444444444,True,,,,,
A4_remove_hierarchical_pooling,10,30,101759,0.052407407407,0.17,True,,,,,
A2_remove_industry_prior,10,31,101760,0.152222222222,0.180555555556,True,,,,,
A4_remove_hierarchical_pooling,10,31,101760,0.152222222222,0.23,True,,,,,
A2_remove_industry_prior,10,32,101761,0.095,0.089444444444,False,,,,,
A4_remove_hierarchical_pooling,10,32,101761,0.095,0.25,True,,,,,
A2_remove_industry_prior,10,33,101762,0.131481481481,0.141666666667,True,,,,,
A4_remove_hierarchical_pooling,10,33,101762,0.131481481481,0.05,False,,,,,
A2_remove_industry_prior,10,34,101763,0.102222222222,0.130555555556,True,,,,,
A4_remove_hierarchical_pooling,10,34,101763,0.102222222222,0.13,True,,,,,
A2_remove_industry_prior,10,35,101764,0.158333333333,0.219444444444,True,,,,,
A4_remove_hierarchical_pooling,10,35,101764,0.158333333333,0.25,True,,,,,
A2_remove_industry_prior,10,36,101765,0.133888888889,0.203333333333,True,,,,,
A4_remove_hierarchical_pooling,10,36,101765,0.133888888889,0.22,True,,,,,
A2_remove_industry_prior,10,37,101766,0.121388888889,0.222222222222,True,,,,,
A4_remove_hierarchical_pooling,10,37,101766,0.121388888889,0.15,True,,,,,
A2_remove_industry_prior,10,38,101767,0.139351851852,0.036666666667,False,,,,,
A4_remove_hierarchical_pooling,10,38,101767,0.139351851852,0.35,True,,,,,
A2_remove_industry_prior,10,39,101768,0.099537037037,0.125,True,,,,,
A4_remove_hierarchical_pooling,10,39,101768,0.099537037037,0.25,True,,,,,
A2_remove_industry_prior,10,40,101769,0.169814814815,0.252777777778,True,,,,,
A4_remove_hierarchical_pooling,10,40,101769,0.169814814815,0.33,True,,,,,
A2_remove_industry_prior,10,41,101770,0.127407407407,0.214444444444,True,,,,,
A4_remove_hierarchical_pooling,10,41,101770,0.127407407407,0.17,True,,,,,
A2_remove_industry_prior,10,42,101771,0.218055555556,0.275555555556,True,,,,,
A4_remove_hierarchical_pooling,10,42,101771,0.218055555556,0.4,True,,,,,
A2_remove_industry_prior,10,43,101772,0.192592592593,0.258888888889,True,,,,,
A4_remove_hierarchical_pooling,10,43,101772,0.192592592593,0.32,True,,,,,
A2_remove_industry_prior,10,44,101773,0.04962962963,0.147777777778,True,,,,,
A4_remove_hierarchical_pooling,10,44,101773,0.04962962963,0.07,True,,,,,
A2_remove_industry_prior,10,45,101774,0.083240740741,0.050555555556,False,,,,,
A4_remove_hierarchical_pooling,10,45,101774,0.083240740741,0.25,True,,,,,
A2_remove_industry_prior,10,46,101775,0.078333333333,0.122777777778,True,,,,,
A4_remove_hierarchical_pooling,10,46,101775,0.078333333333,0.17,True,,,,,
A2_remove_industry_prior,10,47,101776,0.094444444444,0.166666666667,True,,,,,
A4_remove_hierarchical_pooling,10,47,101776,0.094444444444,0.15,True,,,,,
A2_remove_industry_prior,10,48,101777,0.070740740741,0.131111111111,True,,,,,
A4_remove_hierarchical_pooling,10,48,101777,0.070740740741,0.13,True,,,,,
A2_remove_industry_prior,10,49,101778,0.121296296296,0.077777777778,False,,,,,
A4_remove_hierarchical_pooling,10,49,101778,0.121296296296,0.25,True,,,,,
A2_remove_industry_prior,10,50,101779,0.098518518519,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,10,50,101779,0.098518518519,0.2,True,,,,,
A2_remove_industry_prior,10,51,101780,0.122685185185,0.136111111111,True,,,,,
A4_remove_hierarchical_pooling,10,51,101780,0.122685185185,0.25,True,,,,,
A2_remove_industry_prior,10,52,101781,0.116296296296,0.152777777778,True,,,,,
A4_remove_hierarchical_pooling,10,52,101781,0.116296296296,0.12,True,,,,,
A2_remove_industry_prior,10,53,101782,0.080092592593,0.031111111111,False,,,,,
A4_remove_hierarchical_pooling,10,53,101782,0.080092592593,0.25,True,,,,,
A2_remove_industry_prior,10,54,101783,0.159814814815,0.208888888889,True,,,,,
A4_remove_hierarchical_pooling,10,54,101783,0.159814814815,0.22,True,,,,,
A2_remove_industry_prior,10,55,101784,0.073148148148,0.119444444444,True,,,,,
A4_remove_hierarchical_pooling,10,55,101784,0.073148148148,0.05,False,,,,,
A2_remove_industry_prior,10,56,101785,0.16212962963,0.225555555556,True,,,,,
A4_remove_hierarchical_pooling,10,56,101785,0.16212962963,0.32,True,,,,,
A2_remove_industry_prior,10,57,101786,0.104259259259,0.125555555556,True,,,,,
A4_remove_hierarchical_pooling,10,57,101786,0.104259259259,0.07,False,,,,,
A2_remove_industry_prior,10,58,101787,0.098703703704,0.150555555556,True,,,,,
A4_remove_hierarchical_pooling,10,58,101787,0.098703703704,0.27,True,,,,,
A2_remove_industry_prior,10,59,101788,0.018055555556,0.108333333333,True,,,,,
A4_remove_hierarchical_pooling,10,59,101788,0.018055555556,0.08,True,,,,,
A2_remove_industry_prior,10,60,101789,0.072222222222,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,10,60,101789,0.072222222222,0.15,True,,,,,
A2_remove_industry_prior,10,61,101790,0.081018518519,0.136111111111,True,,,,,
A4_remove_hierarchical_pooling,10,61,101790,0.081018518519,0.05,False,,,,,
A2_remove_industry_prior,10,62,101791,0.173703703704,0.242222222222,True,,,,,
A4_remove_hierarchical_pooling,10,62,101791,0.173703703704,0.22,True,,,,,
A2_remove_industry_prior,10,63,101792,0.124537037037,0.1,False,,,,,
A4_remove_hierarchical_pooling,10,63,101792,0.124537037037,0.35,True,,,,,
A2_remove_industry_prior,10,64,101793,0.113333333333,0.241666666667,True,,,,,
A4_remove_hierarchical_pooling,10,64,101793,0.113333333333,0.23,True,,,,,
A2_remove_industry_prior,10,65,101794,0.076388888889,0.091666666667,True,,,,,
A4_remove_hierarchical_pooling,10,65,101794,0.076388888889,0.15,True,,,,,
A2_remove_industry_prior,10,66,101795,0.102407407407,0.092222222222,False,,,,,
A4_remove_hierarchical_pooling,10,66,101795,0.102407407407,0.27,True,,,,,
A2_remove_industry_prior,10,67,101796,0.08287037037,0.045,False,,,,,
A4_remove_hierarchical_pooling,10,67,101796,0.08287037037,0.25,True,,,,,
A2_remove_industry_prior,10,68,101797,0.161574074074,0.269444444444,True,,,,,
A4_remove_hierarchical_pooling,10,68,101797,0.161574074074,0.25,True,,,,,
A2_remove_industry_prior,10,69,101798,0.201481481481,0.308888888889,True,,,,,
A4_remove_hierarchical_pooling,10,69,101798,0.201481481481,0.32,True,,,,,
A2_remove_industry_prior,10,70,101799,0.100555555556,0.158333333333,True,,,,,
A4_remove_hierarchical_pooling,10,70,101799,0.100555555556,0.12,True,,,,,
A2_remove_industry_prior,10,71,101800,0.011203703704,0.081111111111,True,,,,,
A4_remove_hierarchical_pooling,10,71,101800,0.011203703704,0.07,True,,,,,
A2_remove_industry_prior,10,72,101801,0.086944444444,0.091666666667,True,,,,,
A4_remove_hierarchical_pooling,10,72,101801,0.086944444444,0.08,False,,,,,
A2_remove_industry_prior,10,73,101802,0.116574074074,0.222222222222,True,,,,,
A4_remove_hierarchical_pooling,10,73,101802,0.116574074074,0.23,True,,,,,
A2_remove_industry_prior,10,74,101803,0.062962962963,0.047777777778,False,,,,,
A4_remove_hierarchical_pooling,10,74,101803,0.062962962963,0.15,True,,,,,
A2_remove_industry_prior,10,75,101804,0.231481481481,0.302777777778,True,,,,,
A4_remove_hierarchical_pooling,10,75,101804,0.231481481481,0.35,True,,,,,
A2_remove_industry_prior,10,76,101805,0.097685185185,0.175,True,,,,,
A4_remove_hierarchical_pooling,10,76,101805,0.097685185185,0.2,True,,,,,
A2_remove_industry_prior,10,77,101806,0.15462962963,0.202777777778,True,,,,,
A4_remove_hierarchical_pooling,10,77,101806,0.15462962963,0.22,True,,,,,
A2_remove_industry_prior,10,78,101807,0.087592592593,0.175555555556,True,,,,,
A4_remove_hierarchical_pooling,10,78,101807,0.087592592593,0.12,True,,,,,
A2_remove_industry_prior,10,79,101808,0.114444444444,0.186666666667,True,,,,,
A4_remove_hierarchical_pooling,10,79,101808,0.114444444444,0.22,True,,,,,
A2_remove_industry_prior,10,80,101809,0.031018518519,0.136111111111,True,,,,,
A4_remove_hierarchical_pooling,10,80,101809,0.031018518519,0.08,True,,,,,
A2_remove_industry_prior,10,81,101810,0.120462962963,0.183333333333,True,,,,,
A4_remove_hierarchical_pooling,10,81,101810,0.120462962963,0.15,True,,,,,
A2_remove_industry_prior,10,82,101811,0.126851851852,0.161111111111,True,,,,,
A4_remove_hierarchical_pooling,10,82,101811,0.126851851852,0.15,True,,,,,
